metric,description,classification
f1441514,Some_Other_Race_with_Poverty_Status_Detection=2014-18,EXTENSIVE
f1441614,Two_+_Races_with_Poverty_Status_Detection=2014-18,EXTENSIVE
f1441714,Hispanic_Latino_with_Poverty_Status_Detection=2014-18,EXTENSIVE
f1441814,White_non_Hispanic_with_Poverty_Status_Detection=2014-18,EXTENSIVE
f1441914,#_Persons_Below_Poverty_Level=2014-18,EXTENSIVE
f1442014,White_Below_Poverty_Level=2014-18,EXTENSIVE
f1442114,Black_African_American_Below_Poverty_Level=2014-18,EXTENSIVE
f1442214,American_Indian_Alaska_Native_Below_Poverty_Level=2014-18,EXTENSIVE
f1442314,Asian_Below_Poverty_Level=2014-18,EXTENSIVE
f1442414,Native_Hawaiian_Pacific_Islander_Below_Poverty_Level=2014-18,EXTENSIVE
f1442514,Some_Other_Race_Below_Poverty_Level=2014-18,EXTENSIVE
f1442614,Two_+_Races_Below_Poverty_Level=2014-18,EXTENSIVE
f1442714,Hispanic_Latino_Below_Poverty_Level=2014-18,EXTENSIVE
f1442814,White_non_Hispanic_Below_Poverty_Level=2014-18,EXTENSIVE
f1442914,#_Personal_Persons_65+_Below_Poverty_Level=2014-18,EXTENSIVE
f1443014,Related_Child_Below_Poverty_Level=2014-18,EXTENSIVE
f1443114,Related_Child_with_Poverty_Status_Determination=2014-18,EXTENSIVE
f1443214,%_Families_Below_Poverty_Level=2014-18,INTENSIVE
f1443314,#_Families_Below_Poverty_Level=2014-18,EXTENSIVE
f1443414,#_Family_with_Poverty_Level_Reported=2014-18,EXTENSIVE
f1443514,%_Females_Divorced=2014-18,INTENSIVE
f1443614,#_Divorced_Females=2014-18,EXTENSIVE
f1443714,Households_with_Social_Security_Income=2014-18,EXTENSIVE
f1443814,Households_with_Supplemental_Security_Income(Supplemental_Security_Income)=2014-18,EXTENSIVE
f1443914,Households_with_Public_Assistance_Income=2014-18,EXTENSIVE
f1444014,Persons_25+_Years=2014-18,EXTENSIVE
f1444114,Persons_25+_Years_White=2014-18,EXTENSIVE
f1444214,Persons_25+_Years_Black_African_American=2014-18,EXTENSIVE
f1444314,Persons_25+_Years_American_Indian_Alaska_Native=2014-18,EXTENSIVE
f1444414,Persons_25+_Years_Asian=2014-18,EXTENSIVE
f1444514,Persons_25+_Years_Native_Hawaiian_Pacific_Islander=2014-18,EXTENSIVE
f1444614,Persons_25+_Years_Some_Other_Race=2014-18,EXTENSIVE
f1444714,Persons_25+_Years_Two_+_Races=2014-18,EXTENSIVE
f1444814,Persons_25+_Years_Hispanic_Latino=2014-18,EXTENSIVE
f1444914,Persons_25+_Years_White_non_Hispanic=2014-18,EXTENSIVE
f1445014,Persons_25+_Years_with_<High_School_Diploma=2014-18,EXTENSIVE
f1445114,Persons_25+_with_High_School_Diploma_or_More=2014-18,EXTENSIVE
f1445214,Persons_25+_with_4+_Years_College=2014-18,EXTENSIVE
f1445314,Personal_Persons_25+_with_<High_School_Diploma_White=2014-18,EXTENSIVE
f1445414,Personal_Persons_25+_with_<High_School_Diploma_Black_African_American=2014-18,EXTENSIVE
f1445514,Personal_Persons_25+_with_<High_School_Diploma_American_Indian_Alaska_Native=2014-18,EXTENSIVE
f1445614,Personal_Persons_25+_with_<High_School_Diploma_Asian=2014-18,EXTENSIVE
f1445714,Personal_Persons_25+_with_<High_School_Diploma_Native_Hawaiian_Pacific_Islander=2014-18,EXTENSIVE
f1445814,Personal_Persons_25+_with_<High_School_Diploma_Other_Race=2014-18,EXTENSIVE
f1445914,Personal_Persons_25+_with_<High_School_Diploma_2+_Races=2014-18,EXTENSIVE
f1446014,Personal_Persons_25+_with_<High_School_Diploma_Hispanic_Latino=2014-18,EXTENSIVE
f1446114,Personal_Persons_25+_with_<High_School_Diploma_White_non_Hispanic=2014-18,EXTENSIVE
f1446214,Personal_Persons_25+_with_High_School_Diploma_or_more_White=2014-18,EXTENSIVE
f1446314,Personal_Persons_25+_with_High_School_Diploma_more_Black_African_American=2014-18,EXTENSIVE
f1446414,Personal_Persons_25+_with_High_School_Diploma_or_more_American_Indian_Alaska_Native=2014-18,EXTENSIVE
f1446514,Personal_Persons_25+_with_High_School_Diploma_or_more_Asia=2014-18,EXTENSIVE
f1446614,Personal_Persons_25+_with_High_School_Diploma_or_more_Native_Hawaiian_Pacific_Islander=2014-18,EXTENSIVE
f1446714,Personal_Persons_25+_with_High_School_Diploma_more_Other_Race=2014-18,EXTENSIVE
f1446814,Personal_Persons_25+_with_High_School_Diploma_more_2+_Race=2014-18,EXTENSIVE
f1446914,Personal_Persons_25+_with_High_School_Diploma_more_Hispanic_L=2014-18,EXTENSIVE
f1447014,Per_25+_with_High_School_Diploma_more_White_non_Hispanic=2014-18,EXTENSIVE
f1447114,Personal_Persons_25+_with_4+_Years_College_White=2014-18,EXTENSIVE
f1447214,Personal_Persons_25+_with_4+_Years_College_Black_African_American=2014-18,EXTENSIVE
f1447314,Personal_Persons_25+_with_4+_Years_College_American_Indian_Alaska_Native=2014-18,EXTENSIVE
f1447414,Personal_Persons_25+_with_4+_Years_College_Asia=2014-18,EXTENSIVE
f1447514,Personal_Persons_25+_with_4+_Years_College_Native_Hawaiian_Pacific_Islander=2014-18,EXTENSIVE
f1447614,Per_25+_with_4+_Years_College_Other_Race=2014-18,EXTENSIVE
f1447714,Per_25+_with_4+_Years_College_2+_Race=2014-18,EXTENSIVE
f1447814,Per_25+_with_4+_Years_College_Hispanic_L=2014-18,EXTENSIVE
f1447914,Per_25+_with_4+_Year_College_White_non_Hispanic=2014-18,EXTENSIVE
f1448014,%_Persons_25+_with_<High_School_Diploma=2014-18,INTENSIVE
f1448114,%_Persons_25+_with_High_School_Diploma_or_more=2014-18,INTENSIVE
f1448214,%_Persons_25+_with_4+_Years_College=2014-18,INTENSIVE
f1448314,%_Personal_Persons_25+_with_<High_School_Diploma_White=2014-18,INTENSIVE
f1448414,%_Personal_Persons_25+_with_<High_School_Diploma_Black_African_American=2014-18,INTENSIVE
f1448514,%_Personal_Persons_25+_with_<High_School_Diploma_American_Indian_Alaska_Native=2014-18,INTENSIVE
f1448614,%_Personal_Persons_25+_with_<High_School_Diploma_Asian=2014-18,INTENSIVE
f1448714,%_Personal_Persons_25+_with_<High_School_Diploma_Native_Hawaiian_Pacific_Islander=2014-18,INTENSIVE
f1448814,%_Personal_Persons_25+_with_<High_School_Diploma_Other_Race=2014-18,INTENSIVE
f1448914,%_Personal_Persons_25+_with_<High_School_Diploma_2+_Races=2014-18,INTENSIVE
f1449014,%_Personal_Persons_25+_with_<High_School_Diploma_Hispanic_Latino=2014-18,INTENSIVE
f1449114,%_Personal_Persons_25+_with_<High_School_Diploma_White_non_Hispanic=2014-18,INTENSIVE
f1449214,%_Personal_Persons_25+_with_High_School_Diploma_or_more_White=2014-18,INTENSIVE
f1449314,%Per_25+_with_High_School_Diploma_or_more_Black_African_American=2014-18,INTENSIVE
f1449414,%Per_25+_with_High_School_Diploma_or_more_American_Indian_Alaska_Native=2014-18,INTENSIVE
f1449514,%Per_25+_with_High_School_Diploma_or_more_Asian=2014-18,INTENSIVE
f1449614,%Per_25+_with_High_School_Diploma_or_more_Native_Hawaiian_Pacific_Islander=2014-18,INTENSIVE
f1449714,%_Personal_Persons_25+_with_High_School_Diploma+_Other_Race=2014-18,INTENSIVE
f1449814,%_Personal_Persons_25+_with_High_School_Diploma+_2+_Races=2014-18,INTENSIVE
f1449914,%_Personal_Persons_25+_with_High_School_Diploma+_Hispanic_Latino=2014-18,INTENSIVE
f1450014,%_Personal_Persons_25+_with_High_School_Diploma+_White_non_Hispanic=2014-18,INTENSIVE
f1450114,%_Personal_Persons_25+_with_4+_Years_College_White=2014-18,INTENSIVE
f1450214,%_Personal_Persons_25+_with_4+_Years_College_Black_African_American=2014-18,INTENSIVE
f1450314,%_Personal_Persons_25+_with_4+_Years_College_American_Indian_Alaska_Native=2014-18,INTENSIVE
f1450414,%_Personal_Persons_25+_with_4+_Years_College_Asian=2014-18,INTENSIVE
f1450514,%_Personal_Persons_25+_with_4+_Years_College_Native_Hawaiian_Pacific_Islander=2014-18,INTENSIVE
f1450614,%Per_25+_with_4+_Years_College_Other_Race=2014-18,INTENSIVE
f1450714,%Per_25+_with_4+_Years_College_2+_Races=2014-18,INTENSIVE
f1450814,%Per_25+_with_4+_Years_College_Hispanic_Latino=2014-18,INTENSIVE
f1450914,%Per_25+_with_4+_Years_College_White_non_Hispanic=2014-18,INTENSIVE
f1451014,Total_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451114,Employed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451214,Unemployed_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451314,Females_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451414,Employed_Female_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451514,Unemployed_Female_in_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451614,White_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451714,White_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451814,White_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1451914,White_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452014,White_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452114,White_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452214,Black_African_American_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452314,Black_African_American_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452414,Black_African_American_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452514,Black_African_American_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452614,Black_African_American_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452714,Black_African_American_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452814,American_Indian_Alaska_Native_Civilian_Labor_Force=2014-18,EXTENSIVE
f1452914,American_Indian_Alaska_Native_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453014,American_Indian_Alaska_Native_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453114,American_Indian_Alaska_Native_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453214,American_Indian_Alaska_Native_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453314,American_Indian_Alaska_Native_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453414,Asian_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453514,Asian_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453614,Asian_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453714,Asian_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453814,Asian_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1453914,Asian_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454014,Native_Hawaiian_Pacific_Islander_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454114,Native_Hawaiian_Pacific_Islander_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454214,Native_Hawaiian_Pacific_Islander_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454314,Native_Hawaiian_Pacific_Islander_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454414,Native_Hawaiian_Pacific_Islander_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454514,Native_Hawaiian_Pacific_Islander_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454614,Other_Race_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454714,Other_Race_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454814,Other_Race_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1454914,Other_Race_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455014,Other_Race_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455114,Other_Race_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455214,2+_Races_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455314,2+_Race_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455414,2+_Race_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455514,2+_Race_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455614,2+_Race_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455714,2+_Race_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455814,Hispanic_Latino_Civilian_Labor_Force=2014-18,EXTENSIVE
f1455914,Hispanic_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456014,Hispanic_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456114,Hispanic_Latino_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456214,Hispanic_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456314,Hispanic_Unemployed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456414,White_non_Hispanic_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456514,White_non_Hispanic_Employed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456614,White_non_Hispanic_Unemployed_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456714,White_non_Hispanic_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456814,White_non_Hispanic_Employed_Female_Civilian_Labor_Force=2014-18,EXTENSIVE
f1456914,White_non_Hispanic_Unemployed_Female_Civilian_Labor_French=2014-18,EXTENSIVE
f1457014,#_Population_Did_Not_Work_16_64=2014-18,EXTENSIVE
f1457114,%_Population_Did_Not_Work_16_64=2014-18,INTENSIVE
f1457214,#_Workers_16_and_Over=2014-18,EXTENSIVE
f1457314,#_16+_Workers_Private_Salaried=2014-18,EXTENSIVE
f1457414,#_16+_Workers_Government.=2014-18,EXTENSIVE
f1457514,#_16+_Workers_Federal_Government.=2014-18,EXTENSIVE
f1457614,#_16+_Workers_State_Government.=2014-18,EXTENSIVE
f1457714,#_16+_Workers_Local_Government.=2014-18,EXTENSIVE
f1457814,#_16+_Workers_Self_Employed=2014-18,EXTENSIVE
f1457914,#_16+_Unpaid_Family_Workers=2014-18,EXTENSIVE
f1458014,#_Agriculture_Forest_Fish_Hunt_Mine_Work=2014-18,EXTENSIVE
f1458114,#_Construction_Workers=2014-18,EXTENSIVE
f1458214,#_Education_Healthcare_Social_Assist_Work=2014-18,EXTENSIVE
f1458314,#_Manufacturing_Workers=2014-18,EXTENSIVE
f1458414,#_Workers_in_Other_Industries=2014-18,EXTENSIVE
f1458514,Percent_Construction=2014-18,INTENSIVE
f1458614,Percent_Education_Healthcare_Social_Assistant=2014-18,INTENSIVE
f1458714,Percent_Manufacturing=2014-18,INTENSIVE
f1458814,Percent_Workers_in_Other_Industry=2014-18,INTENSIVE
f1458914,#_16+_Workers_Drive_Alone=2014-18,EXTENSIVE
f1459014,#_16+_Workers_Carpool=2014-18,EXTENSIVE
f1459114,#_16+_Workers_Public_Transplant=2014-18,EXTENSIVE
f1459214,#_16+_Workers_Walk_to_Work=2014-18,EXTENSIVE
f1459314,#_16+_Workers_Other_Means_of_Transportation=2014-18,EXTENSIVE
f1459414,#_16+_Workers_Work_at_Home=2014-18,EXTENSIVE
f1459514,#_16+_Workers_Mean_Travel_Time=2014-18,EXTENSIVE
f1459614,#_16+_Workers_<_5_min_to_Work=2014-18,EXTENSIVE
f1459714,#_16+_Workers_5_9_min_to_Work=2014-18,EXTENSIVE
f1459814,#_16+_Workers_10_14_min_to_Work=2014-18,EXTENSIVE
f1459914,#_16+_Workers_15_19_min_to_Work=2014-18,EXTENSIVE
f1460014,#_16+_Workers_20_29_min_to_Work=2014-18,EXTENSIVE
f1460114,#_16+_Workers_30_44_min_to_Work=2014-18,EXTENSIVE
f1460214,#_16+_Workers_45_59_min_to_Work=2014-18,EXTENSIVE
f1460314,#_16+_Workers_60_89_min_to_Work=2014-18,EXTENSIVE
f1460414,#_16+_Workers_90+_min_to_Work=2014-18,EXTENSIVE
f1460614,%_Working_State_County_of_Resident=2014-18,INTENSIVE
f1460714,%_Working_State_Not_County_of_Resident=2014-18,INTENSIVE
f1460814,%_Working_Outside_State_of_Resident=2014-18,INTENSIVE
f1460914,#_Working_State_County_of_Resident=2014-18,EXTENSIVE
f1461014,#_Working_State_Not_County_of_Resident=2014-18,EXTENSIVE
f1461114,#_Working_Outside_State_of_Resident=2014-18,EXTENSIVE
f1461214,#_Reporting_Place_of_Work=2014-18,EXTENSIVE
f1461314,Median_Home_Value=2014-18,INTENSIVE
f1461414,Median_Gross_Rent=2014-18,INTENSIVE
f1461514,#_Occupied_Housing_Unit_with_no_Fuel_Used=2014-18,EXTENSIVE
f1461614,#_Occupied_Housing_Unit_with_Phone_Service=2014-18,EXTENSIVE
f1461814,%_Occupied_Housing_Unit_with_no_Fuel_Used=2014-18,INTENSIVE
f1461914,%_Occupied_Housing_Unit_with_Phone_Service=2014-18,INTENSIVE
f1462114,Percent_Agriculture_Forest_Fish_Hunt_Mine=2014-18,INTENSIVE
f1463314,Work_in_Principal_City_of_Metropolitan_Area_Resident=2014-18,EXTENSIVE
f1463414,Work_in_Principal_City_of_Micropolitan_Area_Resident=2014-18,EXTENSIVE
f1463510,Non_Hispanic_Latino_Population=2010,EXTENSIVE
f1463610,White_Non_Hispanic_Population=2010,EXTENSIVE
f1463710,Black_African_American_Non_Hispanic_Population=2010,EXTENSIVE
f1463810,Percent_Non_Hispanic_Latino_Population=2010,INTENSIVE
f1463910,Percent_White_Non_Hispanic_Latino_Population=2010,INTENSIVE
f1464010,Patient_Care_Black_African_American_Non_Hispanic_Latino_Population=2010,EXTENSIVE
f1464119,Physician_Assistants_with_National_Provider_Identifier=2019,EXTENSIVE
f1464219,Nurse_Practitioners_with_National_Provider_Identifier=2019,EXTENSIVE
f1464319,Clinical_Nurse_Specialist_with_National_Provider_Identifier=2019,EXTENSIVE
f1464419,Certified_Registered_Nursing_Anesthetists_with_National_Provider_Identifier=2019,EXTENSIVE
f1464519,Advanced_Practice_Nurse_Midwives_with_National_Provider_Identifier=2019,EXTENSIVE
f1464619,Advanced_Practice_Registered_Nurse_with_National_Provider_Identifier=2019,EXTENSIVE
f1464719,Podiatrists_with_National_Provider_Identifier=2019,EXTENSIVE
f1464819,Chiropractors_with_National_Provider_Identifier=2019,EXTENSIVE
f1464919,Optometrists_with_National_Provider_Identifier=2019,EXTENSIVE
f1465019,Dentists_with_National_Provider_Identifier=2019,EXTENSIVE
f1465110,American_Indian_Alaska_Native_Non_Hispanic_Population=2010,EXTENSIVE
f1465210,Asian_Non_Hispanic_Population=2010,EXTENSIVE
f1465310,Native_Hawaii_Other_Pacific_Islander_Non_Hispanic_Population=2010,EXTENSIVE
f1465410,Some_Other_Race_Non_Hispanic_Population=2010,EXTENSIVE
f1465510,Two_or_more_Races_Non_Hispanic_Population=2010,EXTENSIVE
f1465610,Percent_American_Indian_Alaska_Native_Non_Hispanic_Population=2010,INTENSIVE
f1465710,Percent_Asian_Non_Hispanic_Population=2010,INTENSIVE
f1465810,Percent_Native_Hawaii_Other_Pacific_Islander_Non_Hispanic_Population=2010,INTENSIVE
f1465910,Percent_Some_Other_Non_Hispanic_Population=2010,INTENSIVE
f1466010,Percent_Two+_Race_Non_Hispanic_Population=2010,INTENSIVE
f1466118,#Hispanic_with_Adult_Cardiac_Electrophysiology=2018,EXTENSIVE
f1466218,#_Hospital_with_Pediatric_Cardiac_Electrophysiology=2018,EXTENSIVE
f1466318,#_Hospital_with_Optical_Colonoscopy=2018,EXTENSIVE
f1466418,#_Hospital_with_Robot_Assistant_Walk_Therapy=2018,EXTENSIVE
f1466518,#_Hospital_with_Simulated_Rehabilitation_Environmental=2018,EXTENSIVE
f1466618,#_Children's_General_Medical_Medicine_Surgical_State_Hospital=2018,EXTENSIVE
f1466718,Inpatient_Days_in_State_Children_General=2018,EXTENSIVE
f1467414,#_Occupied_Housing_Units=2014-18,EXTENSIVE
f1467518,Physician_Primary_Care_Patient_Care=2018,EXTENSIVE
f1467618,Physician_Primary_Care_Hospital_Resident=2018,EXTENSIVE
f1467718,Medical_Doctors_Primary_Care_Patient_Care=2018,EXTENSIVE
f1467818,Medical_Doctors_Primary_Care_Hospital_Resident=2018,EXTENSIVE
f1467918,Doctors_of_Osteopathic_Medicine_Primary_Care_Patient_Care=2018,EXTENSIVE
f1468018,Doctors_of_Osteopathic_Medicine_Primary_Care_Hospital_Resident=2018,EXTENSIVE
f1468118,Physician_Total_Patient_Care_Total_Graduates=2018,EXTENSIVE
f1468218,Physician_Total_Patient_Care_United_States_Graduates=2018,EXTENSIVE
f1468318,Physician_Total_Patient_Care_Canadian_Graduated=2018,EXTENSIVE
f1468418,Physician_Total_Patient_Care_International_Medical_Graduate_Graduated=2018,EXTENSIVE
f1468518,Medical_Doctors_Total_Patient_Care_Total_Graduates=2018,EXTENSIVE
f1468618,Medical_Doctors_Total_Patient_Care_United_States_Graduates=2018,EXTENSIVE
f1468718,Medical_Doctors_Total_Patient_Care_Canadian_Graduated=2018,EXTENSIVE
f1468818,Medical_Doctors_Total_Patient_Care_International_Medical_Graduate_Graduated=2018,EXTENSIVE
f1468918,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Total_Graduates=2018,EXTENSIVE
f1469018,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_United_States_Graduates=2018,EXTENSIVE
f1469318,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Non_Federal=2018,EXTENSIVE
f1469418,Doctors_of_Osteopathic_Medicine_Patient_Care_Office_Based_Non_Federal=2018,EXTENSIVE
f1469518,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Hospital_Resident=2018,EXTENSIVE
f1469618,Doctors_of_Osteopathic_Medicine_Total_Patient_Care_Hospital_Full_Time_Staff=2018,EXTENSIVE
f1469718,Doctors_of_Osteopathic_Medicine_Total_Other_Professional_Activity=2018,EXTENSIVE
f1469818,Doctors_of_Osteopathic_Medicine_Inactive_Total=2018,EXTENSIVE
f1469918,Doctors_of_Osteopathic_Medicine_Not_Classified_Total=2018,EXTENSIVE
f1470018,Total_Doctors_of_Osteopathic_Medicine_Male=2018,EXTENSIVE
f1470118,Total_Doctors_of_Osteopathic_Medicine_Female=2018,EXTENSIVE
f1470218,Doctors_of_Osteopathic_Medicine_Inactive_Male=2018,EXTENSIVE
f1470318,Doctors_of_Osteopathic_Medicine_Inactive_Female=2018,EXTENSIVE
f1470418,Total_Doctors_of_Osteopathic_Medicine_<_35=2018,EXTENSIVE
f1470518,Total_Doctors_of_Osteopathic_Medicine_35_44=2018,EXTENSIVE
f1470618,Total_Doctors_of_Osteopathic_Medicine_45_54=2018,EXTENSIVE
f1470718,Total_Doctors_of_Osteopathic_Medicine_55_64=2018,EXTENSIVE
f1470818,Total_Doctors_of_Osteopathic_Medicine_65_74=2018,EXTENSIVE
f1470918,Total_Doctors_of_Osteopathic_Medicine_75_+=2018,EXTENSIVE
f1471018,Doctors_of_Osteopathic_Medicine_Inactive_<_35=2018,EXTENSIVE
f1471118,Doctors_of_Osteopathic_Medicine_Inactive_35_44=2018,EXTENSIVE
f1471218,Doctors_of_Osteopathic_Medicine_Inactive_45_54=2018,EXTENSIVE
f1471318,Doctors_of_Osteopathic_Medicine_Inactive_55_64=2018,EXTENSIVE
f1471418,Doctors_of_Osteopathic_Medicine_Inactive_65_74=2018,EXTENSIVE
f1471518,Doctors_of_Osteopathic_Medicine_Inactive_75_+=2018,EXTENSIVE
f1471618,Doctors_of_Osteopathic_Medicine_General_Practice_Total=2018,EXTENSIVE
f1471718,Doctors_of_Osteopathic_Medicine_General_Practice_Total_Patient_Care=2018,EXTENSIVE
f1471818,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total=2018,EXTENSIVE
f1471918,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total_Patient_Care=2018,EXTENSIVE
f1472018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialty_Total=2018,EXTENSIVE
f1472118,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialties_Total_Patient_Care=2018,EXTENSIVE
f1472218,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total=2018,EXTENSIVE
f1472318,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total_Patient_Care=2018,EXTENSIVE
f1472418,Doctors_of_Osteopathic_Medicine_Internal_Medical_Medicine_Subspecialties_Total=2018,EXTENSIVE
f1472518,Doctors_of_Osteopathic_Medicine_Internal_Medicine_Subspecialties_Total_Patient_Care=2018,EXTENSIVE
f1472618,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total=2018,EXTENSIVE
f1472718,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total_Patient_Care=2018,EXTENSIVE
f1472818,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total=2018,EXTENSIVE
f1472918,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total_Patient_Care=2018,EXTENSIVE
f1473018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total=2018,EXTENSIVE
f1473118,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total_Patient_Care=2018,EXTENSIVE
f1473218,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total=2018,EXTENSIVE
f1473318,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total_Patient_Care=2018,EXTENSIVE
f1473418,Doctors_of_Osteopathic_Medicine_General_Surgical_Total=2018,EXTENSIVE
f1473518,Doctors_of_Osteopathic_Medicine_General_Surgical_Total_Patient_Care=2018,EXTENSIVE
f1473618,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total=2018,EXTENSIVE
f1473718,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total_Patient_Care=2018,EXTENSIVE
f1473818,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total=2018,EXTENSIVE
f1473918,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total_Patient_Care=2018,EXTENSIVE
f1474018,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total=2018,EXTENSIVE
f1474118,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total_Patient_Care=2018,EXTENSIVE
f1474218,Doctors_of_Osteopathic_Medicine_Psychiatry_Total=2018,EXTENSIVE
f1474318,Doctors_of_Osteopathic_Medicine_Psychiatry_Total_Patient_Care=2018,EXTENSIVE
f1474418,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total=2018,EXTENSIVE
f1474518,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total_Patient_Care=2018,EXTENSIVE
f1474618,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total=2018,EXTENSIVE
f1474718,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total_Patient_Care=2018,EXTENSIVE
f1478818,#_Hospital_with_Adult_Cardiology_Service=2018,EXTENSIVE
f1478918,#_Hospital_with_Pediatric_Cardiology_Services=2018,EXTENSIVE
f1479018,#_Hospital_with_Assistive_Technology_Center=2018,EXTENSIVE
f1479118,#_Hospital_with_Electrodiagnostic_Service=2018,EXTENSIVE
f1479218,#_Hospital_with_Prosthetic_&_Orthotic_Service=2018,EXTENSIVE
f1479318,#_Hospital_with_Rural_Health_Clinic=2018,EXTENSIVE
f1479418,Physicians_&_Dentists_Vacancies=2018,EXTENSIVE
