metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1252515,-0.005333,-0.032,-0.005165,-0.031,-0.004779,-0.029,0.028257,-0.197,0.040649,-0.305,-0.010827,-0.067,-0.004978,-0.03,-0.018191,-0.119,0.021584,-0.144,0.06359,-0.543,-0.085831,-0.824,-0.136076,-1.656,0.032832,-0.235,0.049859,-0.394,0.077568,-0.714,-0.142169,-1.777,-0.173846,-2.475,-0.070854,-0.629,-0.093152,-0.928,-0.143687,-1.807,0.039722,-0.296,-0.089162,-0.871,-0.152148,-1.983,0.072397,-0.648,-0.124749,-1.444,-0.159359,-2.14,0.010974,-0.068,0.0
f1252415,0.025872,-0.177,0.000141,-0.001,0.045031,-0.346,0.007759,-0.047,0.033861,-0.244,-0.038212,-0.282,-0.022159,-0.148,-0.022365,-0.15,-0.006521,-0.04,0.038657,-0.286,-0.050561,-0.401,-0.08024,-0.749,0.022845,-0.154,0.034017,-0.245,0.039085,-0.29,-0.086435,-0.833,-0.102928,-1.076,-0.042512,-0.322,-0.044031,-0.337,-0.074671,-0.677,0.033821,-0.243,-0.065349,-0.563,-0.105469,-1.116,0.046804,-0.364,-0.070206,-0.621,-0.093878,-0.939,0.015211,-0.097,0.0
f1252315,0.001356,-0.008,-0.003272,-0.019,0.003473,-0.021,0.057916,-0.479,0.061171,-0.515,0.008506,-0.052,-0.044172,-0.338,-0.045076,-0.347,-0.007381,-0.045,0.020593,-0.137,-0.08426,-0.803,-0.090711,-0.893,-0.040707,-0.305,0.029199,-0.204,-0.003864,-0.023,-0.106121,-1.126,-0.111685,-1.217,-0.071161,-0.633,-0.080627,-0.754,-0.091498,-0.904,-0.017245,-0.112,-0.089061,-0.869,-0.102529,-1.07,-0.011233,-0.07,-0.11056,-1.198,-0.110052,-1.19,-0.052923,-0.426,0.0
f1252215,0.022164,-0.148,0.004274,-0.026,0.029831,-0.209,0.013616,-0.086,0.027244,-0.188,-0.018221,-0.119,-0.017561,-0.114,-0.01501,-0.096,-0.00742,-0.045,0.034508,-0.249,-0.067309,-0.586,-0.114632,-1.267,0.035943,-0.262,0.018984,-0.125,0.060106,-0.503,-0.10904,-1.174,-0.140294,-1.739,-0.047402,-0.369,-0.064036,-0.548,-0.112327,-1.228,0.047326,-0.369,-0.06043,-0.507,-0.119576,-1.352,0.073217,-0.658,-0.097244,-0.989,-0.125906,-1.465,0.009102,-0.056,0.0
f1252115,0.000107,-0.001,-0.001781,-0.01,-0.003145,-0.019,0.027895,-0.194,0.037212,-0.273,-0.004213,-0.025,-0.012268,-0.077,-0.020946,-0.139,0.013256,-0.084,0.0517,-0.413,-0.061185,-0.516,-0.111515,-1.214,0.046393,-0.36,0.039266,-0.292,0.068331,-0.599,-0.113465,-1.247,-0.14456,-1.825,-0.053148,-0.428,-0.062139,-0.526,-0.112864,-1.237,0.048177,-0.377,-0.067396,-0.587,-0.131511,-1.569,0.080733,-0.755,-0.084234,-0.802,-0.123808,-1.427,0.040576,-0.304,0.0
f1252015,0.003517,-0.021,-0.013039,-0.082,0.027562,-0.191,0.046365,-0.359,0.067168,-0.585,-0.019831,-0.131,-0.028877,-0.202,-0.033931,-0.244,-0.001691,-0.01,0.065991,-0.571,-0.092222,-0.915,-0.130902,-1.557,0.003523,-0.021,0.059069,-0.492,0.064075,-0.548,-0.150454,-1.947,-0.175654,-2.518,-0.088684,-0.864,-0.091592,-0.905,-0.1347,-1.63,0.022536,-0.151,-0.104967,-1.108,-0.154987,-2.044,0.038939,-0.289,-0.133518,-1.607,-0.1557,-2.06,-0.023745,-0.161,0.0
f1251915,0.007374,-0.045,0.001382,-0.008,0.009854,-0.061,0.027126,-0.187,0.040253,-0.301,-0.011095,-0.069,-0.016594,-0.107,-0.025514,-0.174,0.007044,-0.043,0.113974,-1.255,-0.062819,-0.534,-0.1084,-1.163,0.031775,-0.226,0.103604,-1.086,0.108874,-1.171,-0.123263,-1.417,-0.153043,-2.003,-0.065256,-0.562,-0.086909,-0.839,-0.133125,-1.599,0.022666,-0.152,-0.094725,-0.951,-0.152952,-2.001,0.051291,-0.409,-0.119864,-1.357,-0.148514,-1.907,-0.002684,-0.016,0.0
f1251815,-0.013258,-0.084,-0.0285,-0.198,0.02241,-0.15,0.010129,-0.063,0.033728,-0.243,-0.038842,-0.288,0.015774,-0.101,0.006082,-0.037,0.020603,-0.137,0.032794,-0.234,-0.077697,-0.715,-0.096749,-0.981,-0.019868,-0.131,0.035425,-0.257,0.018229,-0.119,-0.113893,-1.254,-0.124466,-1.439,-0.078267,-0.723,-0.076437,-0.699,-0.10445,-1.1,0.010214,-0.063,-0.084,-0.799,-0.11579,-1.286,0.015002,-0.096,-0.101734,-1.057,-0.106732,-1.136,-0.040866,-0.307,0.0
f1251715,0.018974,-0.125,0.004913,-0.029,0.026273,-0.181,0.04048,-0.303,0.051698,-0.413,-0.00461,-0.028,-0.030629,-0.216,-0.030658,-0.216,-0.011979,-0.075,0.17601,-2.527,-0.098988,-1.015,-0.149749,-1.933,0.016658,-0.108,0.164407,-2.254,0.156359,-2.074,-0.184016,-2.725,-0.214275,-3.548,-0.114553,-1.265,-0.13626,-1.66,-0.191596,-2.92,0.012903,-0.081,-0.155226,-2.05,-0.22252,-3.793,0.041604,-0.314,-0.189966,-2.877,-0.214393,-3.551,-0.047716,-0.373,0.0
f1251615,0.011762,-0.074,0.005292,-0.032,0.006589,-0.04,0.028435,-0.198,0.042868,-0.325,-0.010925,-0.068,-0.022914,-0.154,-0.03247,-0.232,0.009531,-0.059,0.048864,-0.384,-0.051441,-0.41,-0.09857,-1.009,0.04591,-0.355,0.037988,-0.28,0.063684,-0.544,-0.096732,-0.981,-0.125985,-1.466,-0.04459,-0.342,-0.053486,-0.432,-0.101747,-1.057,0.050085,-0.396,-0.058926,-0.49,-0.119758,-1.355,0.078687,-0.728,-0.077409,-0.712,-0.113469,-1.247,0.035148,-0.255,0.0
f1251515,0.016453,-0.106,0.003488,-0.021,0.024408,-0.166,0.040287,-0.301,0.057797,-0.478,-0.014953,-0.096,-0.030314,-0.213,-0.036557,-0.267,-0.00108,-0.006,0.122386,-1.401,-0.079143,-0.734,-0.122962,-1.412,0.016292,-0.105,0.116242,-1.294,0.102674,-1.072,-0.160248,-2.16,-0.186111,-2.778,-0.10333,-1.082,-0.097968,-1.0,-0.147078,-1.877,0.024458,-0.166,-0.104251,-1.097,-0.169368,-2.368,0.060875,-0.512,-0.139872,-1.731,-0.163397,-2.231,-0.024734,-0.168,0.0
f1251415,0.012309,-0.077,-0.0005,-0.003,0.021502,-0.143,0.038927,-0.289,0.056158,-0.46,-0.014842,-0.095,-0.026782,-0.185,-0.032931,-0.236,0.000959,-0.006,0.10694,-1.14,-0.086919,-0.839,-0.136288,-1.66,0.023881,-0.162,0.096957,-0.984,0.10145,-1.053,-0.159551,-2.144,-0.189963,-2.877,-0.093088,-0.927,-0.10126,-1.05,-0.15434,-2.03,0.031243,-0.221,-0.110658,-1.2,-0.177306,-2.558,0.062861,-0.535,-0.143597,-1.806,-0.173138,-2.458,-0.012939,-0.082,0.0
f1251315,0.001295,-0.008,0.006167,-0.037,-0.006027,-0.036,0.036674,-0.268,0.046506,-0.361,-0.004529,-0.027,-0.016985,-0.11,-0.032237,-0.23,0.016987,-0.11,0.156064,-2.068,-0.063063,-0.537,-0.108371,-1.163,0.038321,-0.283,0.144307,-1.82,0.141375,-1.761,-0.16401,-2.245,-0.186132,-2.778,-0.101739,-1.057,-0.089826,-0.88,-0.140796,-1.749,0.039767,-0.296,-0.094181,-0.943,-0.156846,-2.085,0.069093,-0.608,-0.128873,-1.519,-0.156733,-2.082,-0.006815,-0.041,0.0
f1254115,-0.02609,-0.179,-0.013421,-0.085,-0.038436,-0.284,0.010974,-0.068,0.018051,-0.118,-0.010187,-0.063,0.013594,-0.086,-0.004597,-0.028,0.047643,-0.372,0.016552,-0.107,-0.002221,-0.013,-0.010841,-0.068,0.025237,-0.172,0.013219,-0.084,0.021171,-0.141,-0.007516,-0.046,-0.016191,-0.104,0.017562,-0.114,0.010755,-0.067,0.002025,-0.012,0.032041,-0.228,-0.014477,-0.092,-0.016952,-0.11,0.005509,-0.033,-0.020189,-0.134,-0.028883,-0.202,0.020694,-0.137,0.0
f1254215,0.037522,-0.276,0.016312,-0.105,0.042435,-0.321,0.010438,-0.065,0.028513,-0.199,-0.024683,-0.168,-0.032367,-0.231,-0.030295,-0.213,-0.015945,-0.103,0.066924,-0.582,-0.090733,-0.893,-0.125798,-1.463,0.003383,-0.02,0.06454,-0.554,0.056114,-0.46,-0.141522,-1.764,-0.16133,-2.184,-0.085612,-0.821,-0.095836,-0.968,-0.12841,-1.511,0.008406,-0.052,-0.108511,-1.165,-0.160905,-2.175,0.04613,-0.357,-0.127849,-1.5,-0.153875,-2.02,-0.007401,-0.045,0.0
f1254315,0.021488,-0.143,0.007376,-0.045,0.022643,-0.152,0.023046,-0.155,0.038884,-0.288,-0.016518,-0.107,-0.025506,-0.174,-0.027911,-0.194,-0.002909,-0.017,0.090883,-0.895,-0.067569,-0.589,-0.107869,-1.155,0.034032,-0.245,0.082375,-0.777,0.088667,-0.864,-0.120205,-1.363,-0.145925,-1.853,-0.05385,-0.435,-0.078067,-0.72,-0.118865,-1.339,0.035088,-0.254,-0.087569,-0.848,-0.141108,-1.755,0.06458,-0.554,-0.124197,-1.434,-0.148682,-1.91,-0.00594,-0.036,0.0
f1254415,0.01618,-0.104,0.001625,-0.01,0.02469,-0.168,0.002151,-0.013,0.020046,-0.132,-0.026257,-0.18,-0.00446,-0.027,-0.008788,-0.054,0.005323,-0.032,0.077258,-0.71,-0.057584,-0.476,-0.086847,-0.838,0.005921,-0.036,0.075321,-0.685,0.060887,-0.512,-0.123407,-1.42,-0.140181,-1.737,-0.0832,-0.788,-0.067061,-0.583,-0.103979,-1.092,0.016668,-0.108,-0.062365,-0.529,-0.107888,-1.155,0.042296,-0.32,-0.093561,-0.934,-0.10801,-1.157,-0.015018,-0.096,0.0
f1316615,-0.053768,-0.435,-0.06161,-0.52,-0.023648,-0.16,-0.054594,-0.443,-0.042042,-0.318,-0.026184,-0.18,-0.010078,-0.062,-0.003016,-0.018,0.004908,-0.029,-0.011206,-0.07,0.138386,-1.701,0.112976,-1.239,0.122222,-1.398,-0.002038,-0.012,-0.002606,-0.015,0.103347,-1.082,0.110135,-1.191,0.095728,-0.966,0.095018,-0.955,0.093637,-0.935,0.094508,-0.948,0.115004,-1.273,0.114561,-1.265,0.09786,-0.998,0.132608,-1.59,0.126913,-1.483,0.126479,-1.475,0.0
f1316515,-0.032746,-0.234,-0.05234,-0.42,1e-05,-0.0,-0.0301,-0.212,-0.017247,-0.112,-0.020426,-0.135,-0.029388,-0.206,-0.014277,-0.091,-0.011359,-0.071,-0.001459,-0.009,0.088213,-0.857,0.046242,-0.358,0.099075,-1.016,0.002536,-0.015,0.015734,-0.101,0.053742,-0.434,0.051618,-0.412,0.06489,-0.558,0.037265,-0.274,0.031398,-0.223,0.067045,-0.583,0.052436,-0.421,0.046503,-0.361,0.080448,-0.751,0.044939,-0.345,0.041519,-0.313,0.078236,-0.722,0.0
f1316415,-0.041037,-0.308,-0.056732,-0.466,-0.00652,-0.039,-0.04401,-0.336,-0.030705,-0.217,-0.024715,-0.168,-0.023664,-0.16,-0.010391,-0.065,-0.010566,-0.066,-0.005826,-0.035,0.101429,-1.053,0.069238,-0.61,0.102693,-1.072,-0.000207,-0.001,0.009257,-0.057,0.069986,-0.619,0.071576,-0.638,0.076766,-0.703,0.049142,-0.387,0.049355,-0.389,0.065142,-0.561,0.074788,-0.678,0.07285,-0.654,0.083307,-0.79,0.076607,-0.701,0.073564,-0.663,0.093471,-0.933,0.0
f13156,-0.05459,-0.443,-0.085068,-0.813,0.045197,-0.348,0.008961,-0.055,0.00988,-0.061,-0.007734,-0.047,0.037937,-0.28,0.066609,-0.578,-0.042768,-0.324,0.022548,-0.151,0.028797,-0.201,0.071511,-0.637,-0.074143,-0.67,0.062558,-0.531,-0.082473,-0.778,-0.021821,-0.146,0.022354,-0.15,-0.120367,-1.365,0.028916,-0.202,0.0464,-0.359,-0.018612,-0.122,0.033153,-0.237,0.049569,-0.391,-0.014062,-0.089,0.067314,-0.586,0.097613,-0.994,-0.022415,-0.15,0.0
f1267114,-0.056862,-0.468,-0.069662,-0.615,-0.023124,-0.156,-0.05318,-0.428,-0.040893,-0.307,-0.026261,-0.18,-0.003762,-0.022,0.004052,-0.024,0.008474,-0.052,-0.02183,-0.146,0.158009,-2.11,0.128444,-1.511,0.123843,-1.427,-0.008877,-0.055,-0.019191,-0.126,0.1152,-1.276,0.124163,-1.433,0.096413,-0.976,0.110412,-1.196,0.11091,-1.204,0.09913,-1.017,0.12787,-1.501,0.12881,-1.518,0.096289,-0.974,0.151547,-1.971,0.149213,-1.921,0.127672,-1.497,0.0
f1267014,-0.056078,-0.459,-0.068982,-0.606,-0.022816,-0.153,-0.052908,-0.426,-0.040227,-0.301,-0.026714,-0.184,-0.004826,-0.029,0.002727,-0.016,0.00862,-0.053,-0.021521,-0.144,0.158404,-2.119,0.128711,-1.516,0.124514,-1.44,-0.008641,-0.053,-0.018651,-0.122,0.116033,-1.29,0.124591,-1.441,0.097696,-0.995,0.110493,-1.197,0.110974,-1.205,0.099403,-1.021,0.128304,-1.509,0.129248,-1.526,0.096638,-0.98,0.151315,-1.966,0.149051,-1.918,0.12763,-1.496,0.0
f1266914,-0.057094,-0.47,-0.069674,-0.615,-0.023709,-0.16,-0.052529,-0.422,-0.040001,-0.299,-0.026326,-0.181,-0.004175,-0.025,0.003195,-0.019,0.00914,-0.056,-0.020396,-0.135,0.160577,-2.167,0.130111,-1.543,0.126948,-1.484,-0.007704,-0.047,-0.017543,-0.114,0.118963,-1.341,0.127041,-1.486,0.100006,-1.031,0.112181,-1.225,0.111363,-1.212,0.101911,-1.06,0.129512,-1.531,0.129238,-1.526,0.098868,-1.013,0.15268,-1.995,0.149936,-1.937,0.128968,-1.521,0.0
f1266815,0.020199,-0.134,-0.002344,-0.014,0.041132,-0.309,0.049249,-0.388,0.058386,-0.484,0.003028,-0.018,-0.052992,-0.426,-0.042213,-0.319,-0.038786,-0.287,0.070532,-0.625,-0.01814,-0.118,-0.038523,-0.285,0.006951,-0.042,0.072534,-0.65,0.046416,-0.36,-0.036945,-0.271,-0.060816,-0.511,-0.018643,-0.122,-0.046023,-0.356,-0.071542,-0.638,0.002511,-0.015,-0.042931,-0.326,-0.070952,-0.63,0.015335,-0.098,-0.057011,-0.469,-0.057874,-0.479,-0.028934,-0.202,0.0
f1266615,0.077677,-0.715,0.054018,-0.437,0.05064,-0.402,-0.004342,-0.026,0.00796,-0.049,-0.018468,-0.121,-0.060016,-0.502,-0.052032,-0.416,-0.029999,-0.211,0.080232,-0.749,-0.056752,-0.467,-0.068706,-0.603,-0.023908,-0.162,0.084127,-0.801,0.054477,-0.442,-0.065536,-0.565,-0.083989,-0.799,-0.038314,-0.283,-0.073992,-0.668,-0.084043,-0.8,-0.028857,-0.201,-0.098752,-1.011,-0.114956,-1.272,-0.022872,-0.154,-0.125714,-1.461,-0.117714,-1.319,-0.073488,-0.662,0.0
f1266515,0.011854,-0.074,0.001769,-0.01,0.020501,-0.136,0.022328,-0.15,0.039226,-0.291,-0.020432,-0.135,-0.013745,-0.087,-0.021737,-0.145,0.006226,-0.038,0.170301,-2.39,-0.036897,-0.27,-0.071656,-0.639,0.032308,-0.23,0.170309,-2.391,0.126614,-1.478,-0.116158,-1.293,-0.133825,-1.613,-0.074141,-0.67,-0.070285,-0.622,-0.115132,-1.275,0.034228,-0.247,-0.097908,-0.999,-0.149025,-1.917,0.040967,-0.308,-0.114792,-1.269,-0.137626,-1.686,-0.01488,-0.095,0.0
f1266415,0.077076,-0.707,0.055868,-0.457,0.050893,-0.405,-0.000521,-0.003,0.014111,-0.09,-0.023309,-0.157,-0.061885,-0.523,-0.058069,-0.481,-0.025019,-0.171,0.111466,-1.213,-0.067732,-0.591,-0.078582,-0.727,-0.030402,-0.214,0.118728,-1.337,0.074183,-0.671,-0.097181,-0.988,-0.111294,-1.211,-0.067381,-0.587,-0.084482,-0.806,-0.097835,-0.998,-0.028241,-0.196,-0.12562,-1.46,-0.14318,-1.797,-0.030815,-0.218,-0.147055,-1.876,-0.138512,-1.704,-0.083481,-0.792,0.0
f1266315,0.014086,-0.09,0.003893,-0.023,0.0212,-0.141,0.023822,-0.161,0.041343,-0.311,-0.021029,-0.14,-0.01743,-0.113,-0.025903,-0.178,0.005956,-0.036,0.176275,-2.533,-0.039774,-0.296,-0.074492,-0.674,0.031423,-0.223,0.176306,-2.534,0.13108,-1.561,-0.118921,-1.34,-0.136457,-1.664,-0.075247,-0.684,-0.07456,-0.675,-0.118835,-1.339,0.032241,-0.23,-0.105798,-1.121,-0.156675,-2.081,0.038042,-0.281,-0.120784,-1.373,-0.14333,-1.8,-0.0178,-0.116,0.0
f1266215,0.014586,-0.093,-0.006194,-0.037,0.036724,-0.269,0.050485,-0.401,0.056686,-0.466,0.007328,-0.045,-0.050394,-0.4,-0.038208,-0.282,-0.039384,-0.293,0.068328,-0.599,-0.015451,-0.099,-0.034642,-0.25,0.00997,-0.062,0.07003,-0.619,0.045632,-0.352,-0.036412,-0.266,-0.057674,-0.477,-0.01781,-0.116,-0.043428,-0.331,-0.067102,-0.584,0.004075,-0.024,-0.036996,-0.271,-0.064414,-0.552,0.020007,-0.132,-0.049856,-0.394,-0.051906,-0.415,-0.022069,-0.148,0.0
f1266115,-0.061962,-0.524,-0.049401,-0.39,-0.040585,-0.304,0.029549,-0.207,0.031427,-0.223,0.005479,-0.033,0.038415,-0.284,0.023864,-0.162,0.037539,-0.276,0.020758,-0.138,-0.031692,-0.225,-0.06516,-0.561,0.039214,-0.291,0.025164,-0.172,0.004441,-0.027,-0.106681,-1.135,-0.125649,-1.46,-0.058917,-0.49,-0.026721,-0.184,-0.083195,-0.788,0.086951,-0.84,-0.019552,-0.129,-0.071106,-0.632,0.081825,-0.77,-0.009213,-0.057,-0.03561,-0.259,0.051806,-0.414,0.0
f1255815,-0.079063,-0.733,-0.074931,-0.68,-0.019459,-0.128,-0.02606,-0.179,-0.024667,-0.168,-0.01816,-0.119,0.070824,-0.629,0.068227,-0.597,0.024285,-0.165,-0.130561,-1.551,0.079322,-0.737,0.142714,-1.788,-0.06346,-0.541,-0.091312,-0.901,-0.181203,-2.654,0.091548,-0.905,0.137274,-1.68,0.023059,-0.155,0.110312,-1.194,0.133962,-1.615,0.013949,-0.089,0.112388,-1.229,0.165229,-2.273,-0.056928,-0.468,0.17501,-2.502,0.233915,-4.147,-0.046325,-0.359,0.0
f1255615,-0.058574,-0.486,-0.063742,-0.545,-0.02826,-0.197,-0.05122,-0.408,-0.040534,-0.304,-0.024669,-0.168,-0.008714,-0.054,-0.001881,-0.011,0.007894,-0.048,-0.012108,-0.076,0.142734,-1.788,0.119721,-1.354,0.124888,-1.446,-0.001494,-0.009,-0.005547,-0.033,0.107728,-1.152,0.118237,-1.328,0.096431,-0.976,0.10143,-1.053,0.102098,-1.063,0.098186,-1.003,0.119124,-1.344,0.118903,-1.34,0.10213,-1.063,0.138667,-1.707,0.132476,-1.587,0.132539,-1.588,0.0
f1255515,-0.054021,-0.437,-0.063971,-0.547,-0.019959,-0.132,-0.050195,-0.398,-0.035937,-0.262,-0.028322,-0.197,-0.010307,-0.064,-0.003399,-0.02,0.004651,-0.028,-0.007523,-0.046,0.131755,-1.573,0.103545,-1.086,0.118901,-1.34,0.002646,-0.016,-0.003337,-0.02,0.097649,-0.995,0.10393,-1.092,0.089003,-0.868,0.089996,-0.883,0.084449,-0.805,0.09588,-0.968,0.101003,-1.046,0.09789,-0.998,0.094462,-0.947,0.120804,-1.373,0.113802,-1.253,0.122491,-1.403,0.0
f1255415,-0.040514,-0.303,-0.054586,-0.443,-0.007896,-0.048,-0.038205,-0.282,-0.025344,-0.173,-0.023681,-0.16,-0.024955,-0.17,-0.012107,-0.076,-0.008934,-0.055,0.015814,-0.102,0.110241,-1.193,0.074187,-0.671,0.11247,-1.23,0.019307,-0.127,0.029841,-0.21,0.079593,-0.74,0.07837,-0.724,0.084811,-0.81,0.048597,-0.381,0.047306,-0.369,0.065839,-0.569,0.072006,-0.643,0.066068,-0.572,0.088414,-0.86,0.072246,-0.646,0.068664,-0.603,0.092937,-0.925,0.0
f1255315,-0.029866,-0.21,-0.043228,-0.329,-0.005552,-0.033,-0.033586,-0.241,-0.0245,-0.166,-0.01713,-0.111,-0.028895,-0.202,-0.013332,-0.084,-0.013706,-0.087,0.023568,-0.159,0.091717,-0.907,0.04704,-0.366,0.111627,-1.216,0.023462,-0.158,0.043268,-0.329,0.060244,-0.505,0.054818,-0.446,0.074152,-0.67,0.025651,-0.176,0.01863,-0.122,0.064175,-0.55,0.048667,-0.382,0.037928,-0.28,0.088458,-0.861,0.041436,-0.312,0.034099,-0.246,0.08556,-0.82,0.0
f1255215,-0.047193,-0.367,-0.049195,-0.387,-0.029014,-0.203,-0.045537,-0.351,-0.039339,-0.293,-0.017703,-0.115,-0.016101,-0.104,-0.008457,-0.052,0.005152,-0.031,0.005939,-0.036,0.126899,-1.483,0.095946,-0.969,0.130492,-1.55,0.010338,-0.064,0.022737,-0.153,0.083822,-0.797,0.092928,-0.925,0.083379,-0.791,0.079922,-0.744,0.077554,-0.714,0.094932,-0.954,0.09747,-0.992,0.091673,-0.907,0.10827,-1.161,0.11065,-1.2,0.098115,-1.002,0.133413,-1.605,0.0
f1255115,-0.046941,-0.365,-0.050491,-0.401,-0.026229,-0.18,-0.046529,-0.361,-0.038102,-0.281,-0.022186,-0.149,-0.015672,-0.101,-0.008659,-0.053,0.006666,-0.04,0.00717,-0.044,0.127747,-1.499,0.096603,-0.979,0.131142,-1.562,0.011111,-0.069,0.024361,-0.165,0.085049,-0.813,0.094157,-0.943,0.084414,-0.805,0.079369,-0.737,0.077399,-0.712,0.094135,-0.942,0.096623,-0.979,0.091091,-0.898,0.106982,-1.14,0.111893,-1.221,0.098808,-1.012,0.134619,-1.628,0.0
f1255015,-0.041939,-0.317,-0.050892,-0.405,-0.017817,-0.116,-0.04707,-0.366,-0.036321,-0.265,-0.020617,-0.137,-0.017763,-0.116,-0.008945,-0.055,-0.001882,-0.011,0.007513,-0.046,0.110965,-1.205,0.072717,-0.652,0.116691,-1.302,0.014286,-0.091,0.01377,-0.087,0.076025,-0.694,0.074531,-0.675,0.080098,-0.747,0.062525,-0.531,0.051048,-0.406,0.088525,-0.862,0.075167,-0.683,0.064686,-0.556,0.095239,-0.959,0.080359,-0.75,0.069917,-0.618,0.108147,-1.159,0.0
f1254915,-0.041179,-0.31,-0.051427,-0.41,-0.015502,-0.1,-0.047229,-0.368,-0.035165,-0.255,-0.022642,-0.152,-0.018407,-0.12,-0.009649,-0.06,-0.002199,-0.013,0.010387,-0.065,0.112992,-1.239,0.074673,-0.677,0.118308,-1.33,0.01676,-0.108,0.01707,-0.111,0.078062,-0.72,0.077059,-0.707,0.080635,-0.754,0.064676,-0.555,0.052903,-0.426,0.090337,-0.887,0.07432,-0.672,0.064023,-0.548,0.094404,-0.946,0.081101,-0.76,0.07033,-0.623,0.109271,-1.177,0.0
f1254815,-0.005309,-0.032,-0.037326,-0.274,0.024294,-0.165,-0.03783,-0.279,-0.024029,-0.163,-0.029968,-0.211,-0.010443,-0.065,0.010166,-0.063,-0.007639,-0.047,0.003488,-0.021,0.097016,-0.985,0.039418,-0.293,0.08431,-0.803,0.002048,-0.012,0.024871,-0.169,0.060307,-0.506,0.048749,-0.383,0.063406,-0.541,0.030747,-0.217,0.030157,-0.212,0.030869,-0.218,0.052278,-0.419,0.04718,-0.367,0.057903,-0.479,0.021021,-0.14,0.020446,-0.135,0.040684,-0.305,0.0
f1254715,0.006311,-0.038,-0.0303,-0.213,0.031778,-0.226,-0.038555,-0.285,-0.027097,-0.187,-0.022597,-0.152,-0.01679,-0.109,0.007896,-0.048,-0.017855,-0.116,0.002042,-0.012,0.094986,-0.955,0.035914,-0.262,0.088779,-0.865,0.000451,-0.003,0.024906,-0.17,0.057161,-0.471,0.045716,-0.353,0.061566,-0.52,0.026847,-0.185,0.025874,-0.177,0.036506,-0.267,0.055568,-0.454,0.048947,-0.385,0.066534,-0.577,0.016508,-0.107,0.014118,-0.09,0.048431,-0.38,0.0
f1254615,0.019806,-0.131,-0.013801,-0.088,0.029638,-0.208,-0.029151,-0.204,-0.019704,-0.13,-0.026638,-0.183,0.00391,-0.023,0.015443,-0.099,0.014162,-0.09,0.032159,-0.229,0.112872,-1.237,0.02567,-0.176,0.080708,-0.755,0.03054,-0.215,0.035528,-0.258,0.048971,-0.385,0.03138,-0.222,0.037846,-0.279,0.017595,-0.114,0.009694,-0.06,0.021311,-0.142,0.025692,-0.176,0.012155,-0.076,0.042412,-0.321,-0.002604,-0.015,-0.009693,-0.06,0.033118,-0.237,0.0
f1254515,0.031047,-0.22,0.00962,-0.059,0.042437,-0.321,0.042305,-0.32,0.046874,-0.364,0.005433,-0.033,-0.040427,-0.303,-0.026385,-0.181,-0.038883,-0.288,0.12425,-1.435,-0.135334,-1.642,-0.17432,-2.486,-0.025312,-0.173,0.107749,-1.153,0.124367,-1.437,-0.195242,-3.016,-0.216958,-3.627,-0.125646,-1.46,-0.16396,-2.244,-0.191899,-2.928,-0.046479,-0.36,-0.16961,-2.374,-0.216408,-3.61,0.003975,-0.024,-0.217235,-3.635,-0.237095,-4.249,-0.069754,-0.616,0.0
f1251215,0.028782,-0.201,0.011016,-0.069,0.030779,-0.217,0.006245,-0.038,0.019412,-0.128,-0.017387,-0.113,-0.018963,-0.124,-0.016929,-0.11,-0.010521,-0.065,0.076283,-0.697,-0.074081,-0.669,-0.106731,-1.136,0.001882,-0.011,0.074287,-0.672,0.064401,-0.552,-0.117913,-1.323,-0.145401,-1.842,-0.064324,-0.551,-0.089404,-0.874,-0.118737,-1.337,-0.003876,-0.023,-0.09142,-0.903,-0.135684,-1.649,0.031635,-0.225,-0.122069,-1.396,-0.140167,-1.737,-0.025208,-0.172,0.0
